timestamp,title,price,original_price,item_url
2025-11-02 20:15:13,Soundcore Life Q20 Wireless Over-Ear Headphones ANC Bluetooth Headset|Refurbish,US $29.99,US $59.99,https://www.ebay.com/itm/384235550388
2025-11-02 20:15:13,Apple iPhone 14 128GB Unlocked - Excellent,US $310.95,,https://www.ebay.com/itm/364506177072
2025-11-02 20:15:13,Lenovo Legion 5 15.1 OLED WQXGA 165HZ Gaming Notebook AMD Ryzen 7 260 16GB RAM,US $999.99,"US $1,399.99",https://www.ebay.com/itm/127210724599
2025-11-02 20:15:13,Samsung Galaxy Buds FE True Wireless Bluetooth Earbuds Graphite - Excellent,US $40.05,,https://www.ebay.com/itm/285820041847
2025-11-02 20:15:13,Apple Watch Series 5 40mm 44mm GPS + WiFi + Cellular Pink Gold Space Gray Silver,US $84.99,,https://www.ebay.com/itm/313943952880
2025-11-02 20:15:13,Samsung Galaxy S21 5G SM-G991U1 128GB Unlocked Excellent,US $153.99,,https://www.ebay.com/itm/354341990110
2025-11-02 20:15:13,Intel Core Ultra 9 Desktop Processor 285K - 24 cores (8 P-cores + 16 E-cores),US $529.99,US $599.99,https://www.ebay.com/itm/306007367634
2025-11-02 20:15:13,"Bose Solo Soundbar 2 Home Theater, Certified Refurbished",US $129.00,US $199.00,https://www.ebay.com/itm/167031735841
2025-11-02 20:15:13,"REDTIGER Dash Camera 4K Front and Rear Dash Cam Built-In WiFi & GPS, App control",US $64.49,US $129.49,https://www.ebay.com/itm/285933024479
2025-11-02 20:15:13,Apple iPhone 14 Pro 512GB Fully Unlocked - Excellent,US $515.99,,https://www.ebay.com/itm/326649259659
2025-11-02 20:15:13,Apple iPhone 14 Pro Max 256GB Unlocked - Excellent,US $550.95,,https://www.ebay.com/itm/386938357149
2025-11-02 20:15:13,Sony WH-1000XM5/B Wireless Industry Leading Noise Canceling Bluetooth Headphones,US $179.99,US $399.99,https://www.ebay.com/itm/314074071401
2025-11-02 20:15:13,NEW Nintendo Switch Lite 32GB Handheld Game Console + ✈️ FREE 2-DAY Shipping,US $189.95,,https://www.ebay.com/itm/283834525231
2025-11-02 20:15:13,Apple AirPods Pro 2nd Generation Gen 2 2023 A2968 with Magsafe USB-C Charging,US $142.95,,https://www.ebay.com/itm/285636515887
2025-11-02 20:15:13,"Proscan 10.1"" Tablet/Portable DVD Combo 2GB/32GB Multi-touch screen w/ HDMI",US $49.99,US $139.99,https://www.ebay.com/itm/364156102432
2025-11-02 20:15:13,DELL Latitude Laptop: Intel i5! 16GB RAM! 256GB SSD! Zorin Core Edition!,US $139.95,US $239.95,https://www.ebay.com/itm/116659802706
2025-11-02 20:15:13,NEW UNLOCKED SAMSUNG GALAXY S20+ PLUS 5G SM-G986U 128GB BLACK GRAY GSM+CDMA,US $198.88,,https://www.ebay.com/itm/194520534603
2025-11-02 20:15:13,"Toshiba MG08ACP16TE 16TB 512MB 7200RPM SATA 6.0Gb/s 3.5"" Internal Enterprise HDD",US $239.99,,https://www.ebay.com/itm/167745461033
2025-11-02 20:15:13,Sony WH-1000XM5/L Wireless Industry Leading Noise Canceling Bluetooth Headphones,US $179.99,US $399.99,https://www.ebay.com/itm/266402562371
2025-11-02 20:15:13,Apple iPhone 16 Plus 256GB Unlocked AT&T T-Mobile Verizon Excellent Condition,US $669.95,,https://www.ebay.com/itm/305910464635
2025-11-02 20:15:13,Samsung Galaxy S23 SM-S911U1 5G 128G 256GB Black Cream Green Unlocked,US $279.00,,https://www.ebay.com/itm/126980765750
2025-11-02 20:15:13,Samsung Galaxy S22 Ultra 512GB S908U Unlocked - Very Good,US $316.99,,https://www.ebay.com/itm/256483219243
2025-11-02 20:15:14,Apple iPhone 11 - 64GB 128GB 256GB - All Colors - Good Condition,US $160.00,,https://www.ebay.com/itm/275302165013
2025-11-02 20:15:14,,,,https://www.ebay.com/globaldeals/tech/cell-phones/all
2025-11-02 20:15:14,2025 Apple MacBook Air 13-inch M4 Chip 16GB RAM 512GB SSD Midnight MW133LL/A,US $899.00,,https://www.ebay.com/itm/277116501953
2025-11-02 20:15:14,"2019 Apple MacBook Pro 16"" i7 2.6GHz/16GB/512GB (Space Gray) A2141 - w/Warranty",US $389.67,"US $2,399.00",https://www.ebay.com/itm/374766179675
2025-11-02 20:15:14,"HP Victus 15.6"" FHD 144Hz Gaming Laptop i7-13620H 16GB RAM 512GB SSD RTX 5060",US $949.99,"US $1,459.99",https://www.ebay.com/itm/297426192688
2025-11-02 20:15:14,"Apple Macbook Pro 14"" 2021 M1 Pro 512GB 16GB RAM Space Gray - Very Good",US $733.99,,https://www.ebay.com/itm/157358175274
2025-11-02 20:15:14,,,,https://www.ebay.com/globaldeals/tech/laptops-netbooks/all
2025-11-02 20:15:14,Canon EOS R50 Mirrorless Camera Black + 3 Lens Kit 18-45mm + 32GB + Flash & More,US $789.95,"US $1,054.95",https://www.ebay.com/itm/336181434990
2025-11-02 20:15:14,Canon EOS R100 Mirrorless Digital Camera with RF-S 18-45mm IS STM Lens,US $549.95,US $649.00,https://www.ebay.com/itm/336086105423
2025-11-02 20:15:14,Canon EF 200mm f2.8 L II USM Lens #Q,US $400.70,US $430.86,https://www.ebay.com/itm/146853896899
2025-11-02 20:15:14,Canon PowerShot G7x Mark II 20.1MP Digital Camera 4.2x Optical Zoom Full-HD,"US $1,499.95",,https://www.ebay.com/itm/222147497689
2025-11-02 20:15:14,,,,https://www.ebay.com/globaldeals/tech/cameras-photo/all
2025-11-02 20:15:14,4K Mini Projector HY300 720P WiFi6 Bluetooth BT5.0 Cinema Portable Home Theaters,US $58.57,US $65.08,https://www.ebay.com/itm/126880579034
2025-11-02 20:15:14,"Bose TV Speaker Home Theater Soundbar, Certified Refurbished",US $159.00,US $279.00,https://www.ebay.com/itm/184706040293
2025-11-02 20:15:14,Originale LG TV Fernbedienung für AN-MR22GA | MR22GA,US $29.19,,https://www.ebay.com/itm/364970533033
2025-11-02 20:15:14,SPANA viark renovar todo tipo Renovar Servidor iks viark sat deco viark expira,US $58.00,,https://www.ebay.com/itm/355931625894
2025-11-02 20:15:14,,,,https://www.ebay.com/globaldeals/tech/tv-video-home-audio/all
2025-11-02 20:15:14,"Apple iPad Air 10.9"" 4th Gen, 256GB, Wi-Fi - Gray - Very Good - 1 YEAR WARRANTY",US $289.85,US $699.00,https://www.ebay.com/itm/174772394299
2025-11-02 20:15:14,"Apple iPad Air 10.9"" 4th Gen, 256GB, Wi-Fi - Blue - Very Good - 1 YEAR WARRANTY",US $289.85,US $699.00,https://www.ebay.com/itm/174772399416
2025-11-02 20:15:14,"Apple iPad Air 10.9"" 4th Gen, 256GB, Wi-Fi - Space Gray - Good - 1 YEAR WARRANTY",US $269.85,US $599.00,https://www.ebay.com/itm/203808716035
2025-11-02 20:15:14,"Apple iPad 10.2"" 9th Gen, 64GB, Wi-Fi - Gray - Very Good - 1 YEAR WARRANTY",US $156.26,US $399.00,https://www.ebay.com/itm/185243247562
2025-11-02 20:15:14,,,,https://www.ebay.com/globaldeals/tech/ipads-tablets-ereaders/all
2025-11-02 20:15:14,RULE OF ROSE PS2 NEW SEALED UK VERSION PLAYSTATION 2 WATA CGC UKG RGS GRADED PAL,US $225.06,,https://www.ebay.com/itm/286076527146
2025-11-02 20:15:15,Logitech G29/G923 F1 Open Wheel Mod 8+ Colours,US $51.94,,https://www.ebay.com/itm/396123066522
2025-11-02 20:15:15,Sony PS1 PlayStation 1 Console SCPH-7000 Boxed With Manual 6 Games Japanese,US $135.60,US $142.73,https://www.ebay.com/itm/387517188421
